cycle,time_ns,in0_spk,in1_spk,n0_spk,n1_spk,n0_v_real,n1_v_real
3993,40035.000000,0,0,0,0,0.581543,-0.501465
3994,40045.000000,0,0,1,0,0.000000,-0.292480
3995,40055.000000,0,0,0,0,0.000000,-0.102539
3996,40065.000000,0,0,0,0,0.000000,0.069580
3997,40075.000000,0,0,0,0,0.000000,0.224854
3998,40085.000000,0,0,0,0,0.000000,0.364502
3999,40095.000000,0,0,0,0,0.100342,0.136963
4000,40105.000000,0,0,0,0,0.197998,-0.048096
4001,40115.000000,0,0,0,0,0.291992,-0.196777
4002,40125.000000,0,0,0,0,0.381592,-0.314697
4003,40135.000000,0,0,0,0,0.465820,-0.406738
4004,40145.000000,0,0,0,0,0.544189,-0.476807
4005,40155.000000,1,1,0,0,0.616699,-0.528320
4006,40165.000000,0,1,0,0,0.683105,-0.564697
4007,40175.000000,0,0,0,0,0.743408,-0.588379
4008,40185.000000,0,0,1,0,0.000000,-0.377197
4009,40195.000000,0,0,0,0,0.000000,0.040039
4010,40205.000000,0,0,0,0,0.000000,0.412842
4011,40215.000000,0,0,0,0,0.000000,0.744873
4012,40225.000000,0,0,0,1,0.000000,0.000000
4013,40235.000000,0,0,0,0,-0.123291,0.000000
4014,40245.000000,0,0,0,0,-0.212646,0.000000
4015,40255.000000,0,0,0,0,-0.274170,0.000000
4016,40265.000000,0,0,0,0,-0.312744,0.000000
4017,40275.000000,1,1,0,0,-0.332520,0.011963
4018,40285.000000,0,1,0,0,-0.337402,0.032471
4019,40295.000000,0,0,0,0,-0.330322,0.059082
4020,40305.000000,0,0,0,0,0.068115,0.318359
4021,40315.000000,0,0,0,0,0.427246,0.781250
4022,40325.000000,0,0,0,1,0.750000,0.000000
4023,40335.000000,0,0,0,0,0.766846,0.000000
4024,40345.000000,0,0,0,0,0.523193,0.000000
4025,40355.000000,0,0,0,0,0.331299,0.000000
4026,40365.000000,0,0,0,0,0.182617,0.000000
4027,40375.000000,0,0,0,0,0.070312,0.039062
4028,40385.000000,0,0,0,0,-0.011963,0.086914
4029,40395.000000,0,0,0,0,-0.069824,0.140869
4030,40405.000000,0,0,0,0,-0.107422,0.198486
4031,40415.000000,0,0,0,0,-0.128662,0.258057
4032,40425.000000,0,0,0,0,-0.136719,0.318115
4033,40435.000000,0,0,0,0,-0.134521,0.377197
4034,40445.000000,0,0,0,0,-0.124023,0.434570
4035,40455.000000,0,0,0,0,-0.107422,0.489014
4036,40465.000000,0,0,0,0,-0.086426,0.540283
4037,40475.000000,0,0,0,0,-0.062012,0.588135
4038,40485.000000,0,0,0,0,-0.035400,0.632324
4039,40495.000000,0,0,0,0,-0.007568,0.672607
4040,40505.000000,0,0,0,0,0.020752,0.708740
4041,40515.000000,1,1,0,0,0.048828,0.740967
4042,40525.000000,1,1,0,0,0.076172,0.769287
4043,40535.000000,1,1,0,0,0.102783,0.793701
4044,40545.000000,1,1,0,1,0.506836,0.000000
4045,40555.000000,0,0,1,0,0.000000,0.000000
4046,40565.000000,0,0,0,0,0.000000,0.000000
4047,40575.000000,0,0,0,0,0.000000,0.000000
4048,40585.000000,0,0,0,0,0.000000,0.000000
4049,40595.000000,0,0,0,0,0.000000,0.374268
4050,40605.000000,0,0,0,0,0.142334,0.366455
4051,40615.000000,0,0,0,0,0.305420,0.033691
4052,40625.000000,0,0,0,0,0.481689,-0.573975
4053,40635.000000,0,0,0,0,0.665527,-1.061279
4054,40645.000000,0,0,0,0,0.851318,-1.446289
4055,40655.000000,0,0,1,0,0.000000,-1.744873
4056,40665.000000,0,0,0,0,0.000000,-1.970703
4057,40675.000000,0,0,0,0,0.000000,-2.135498
4058,40685.000000,0,0,0,0,0.000000,-2.249268
4059,40695.000000,0,0,0,0,0.000000,-2.320801
4060,40705.000000,0,0,0,0,0.209473,-2.356934
4061,40715.000000,0,0,0,0,0.404297,-2.364258
4062,40725.000000,0,0,0,0,0.584229,-2.348145
4063,40735.000000,0,0,0,0,0.749268,-2.313232
4064,40745.000000,0,0,0,0,0.899658,-2.263428
4065,40755.000000,0,0,1,0,0.000000,-2.201904
4066,40765.000000,0,0,0,0,0.000000,-2.131348
4067,40775.000000,0,0,0,0,0.000000,-2.054443
4068,40785.000000,0,0,0,0,0.000000,-1.973145
4069,40795.000000,0,0,0,0,0.000000,-1.888916
4070,40805.000000,0,0,0,0,0.131592,-1.803223
4071,40815.000000,0,0,0,0,0.250244,-1.717041
4072,40825.000000,0,0,0,0,0.356689,-1.631348
4073,40835.000000,0,0,0,0,0.451904,-1.546875
4074,40845.000000,0,0,0,0,0.536377,-1.464111
4075,40855.000000,0,0,0,0,0.611328,-1.383301
4076,40865.000000,0,1,0,0,0.677002,-1.305176
4077,40875.000000,0,0,0,0,0.734131,-1.229736
4078,40885.000000,0,0,0,0,0.783447,-1.157471
4079,40895.000000,0,0,0,0,0.825439,-0.859375
4080,40905.000000,0,0,0,0,0.860596,-0.591797
4081,40915.000000,0,0,0,0,0.889648,-0.352295
4082,40925.000000,0,0,0,0,0.640869,-0.138672
4083,40935.000000,0,0,0,0,0.430420,0.051514
4084,40945.000000,0,0,0,0,0.253418,0.220215
4085,40955.000000,0,0,0,0,0.105225,0.369141
4086,40965.000000,0,0,0,0,-0.018311,0.500244
4087,40975.000000,0,0,0,0,-0.120361,0.614746
4088,40985.000000,0,0,0,0,-0.204102,0.714600
4089,40995.000000,0,0,0,0,-0.271973,0.800781
4090,41005.000000,0,0,0,0,-0.326416,0.874756
4091,41015.000000,0,0,0,0,-0.369385,0.937500
4092,41025.000000,0,0,0,0,-0.402588,0.990234
4093,41035.000000,0,0,0,1,-0.427490,0.000000
4094,41045.000000,0,1,0,0,-0.445312,0.000000
4095,41055.000000,0,0,0,0,-0.457275,0.000000
4096,41065.000000,0,0,0,0,-0.464355,0.000000
4097,41075.000000,0,0,0,0,-0.467041,0.000000
4098,41085.000000,0,0,0,0,-0.466309,0.265625
4099,41095.000000,0,0,0,0,-0.462646,0.499512
4100,41105.000000,0,0,0,0,-0.732178,0.704590
4101,41115.000000,0,0,0,0,-0.955322,0.883301
4102,41125.000000,0,0,0,1,-1.138672,0.000000
4103,41135.000000,0,0,0,0,-1.287598,0.000000
4104,41145.000000,0,0,0,0,-1.406494,0.000000
4105,41155.000000,0,0,0,0,-1.499756,0.000000
4106,41165.000000,0,0,0,0,-1.571045,0.000000
4107,41175.000000,0,0,0,0,-1.623291,0.125732
4108,41185.000000,0,0,0,0,-1.659180,0.236084
4109,41195.000000,0,0,0,0,-1.681152,0.332764
4110,41205.000000,0,0,0,0,-1.691650,0.416992
4111,41215.000000,0,0,0,0,-1.692139,0.489746
4112,41225.000000,0,0,0,0,-1.684082,0.552246
4113,41235.000000,0,0,0,0,-1.668945,0.605713
4114,41245.000000,0,0,0,0,-1.648193,0.650879
4115,41255.000000,0,0,0,0,-1.622559,0.688721
4116,41265.000000,0,0,0,0,-1.593018,0.719971
4117,41275.000000,0,0,0,0,-1.560303,0.744873
4118,41285.000000,0,1,0,0,-1.525146,0.764404
4119,41295.000000,0,0,0,0,-1.487793,0.779053
4120,41305.000000,0,0,0,0,-1.449219,0.789551
4121,41315.000000,0,0,0,1,-1.409424,0.000000
4122,41325.000000,0,0,0,0,-1.368896,0.000000
4123,41335.000000,0,0,0,0,-1.328125,0.000000
4124,41345.000000,0,0,0,0,-1.563721,0.000000
4125,41355.000000,0,0,0,0,-1.755127,0.000000
4126,41365.000000,0,0,0,0,-1.908447,0.175537
4127,41375.000000,0,0,0,0,-2.028809,0.329834
4128,41385.000000,0,0,0,0,-2.120605,0.464844
4129,41395.000000,0,0,0,0,-2.187744,0.582520
4130,41405.000000,0,0,0,0,-2.233887,0.684570
4131,41415.000000,0,0,0,0,-2.261963,0.772217
4132,41425.000000,0,0,0,0,-2.274902,0.847168
4133,41435.000000,0,0,0,0,-2.274658,0.910645
4134,41445.000000,0,0,0,0,-2.263428,0.963623
4135,41455.000000,0,0,0,1,-2.242920,0.000000
4136,41465.000000,0,0,0,0,-2.214844,0.000000
4137,41475.000000,0,0,0,0,-2.180176,0.000000
4138,41485.000000,0,0,0,0,-2.140381,0.000000
4139,41495.000000,0,0,0,0,-2.096191,0.000000
4140,41505.000000,0,0,0,0,-2.048828,0.053955
4141,41515.000000,0,0,0,0,-1.998779,0.101318
4142,41525.000000,0,0,0,0,-1.947021,0.142578
4143,41535.000000,0,0,0,0,-1.893799,0.178467
4144,41545.000000,0,0,0,0,-1.839600,0.209473
4145,41555.000000,0,0,0,0,-1.784912,0.236084
4146,41565.000000,0,0,0,0,-1.729980,0.258789
4147,41575.000000,0,0,0,0,-1.675049,0.277832
4148,41585.000000,0,0,0,0,-1.620605,0.293701
4149,41595.000000,0,0,0,0,-1.566650,0.306641
4150,41605.000000,0,0,0,0,-1.513428,0.316895
4151,41615.000000,0,0,0,0,-1.460938,0.324951
4152,41625.000000,0,0,0,0,-1.409668,0.330811
4153,41635.000000,0,0,0,0,-1.359375,0.334717
4154,41645.000000,0,0,0,0,-1.310303,0.337158
4155,41655.000000,0,0,0,0,-1.262451,0.337891
4156,41665.000000,1,1,0,0,-1.215576,0.337402
4157,41675.000000,0,0,0,0,-1.170166,0.335693
4158,41685.000000,0,0,0,0,-1.126221,0.333008
4159,41695.000000,0,0,0,0,-0.693115,0.560303
4160,41705.000000,0,0,0,0,-0.308350,0.759277
4161,41715.000000,0,0,0,0,0.032471,0.932373
4162,41725.000000,0,0,0,1,0.056641,0.000000
4163,41735.000000,0,0,0,0,0.088867,0.000000
4164,41745.000000,0,0,0,0,0.126953,0.000000
4165,41755.000000,0,0,0,0,0.168701,0.000000
4166,41765.000000,0,0,0,0,0.212402,0.000000
4167,41775.000000,0,0,0,0,0.256836,-0.120117
4168,41785.000000,0,0,0,0,0.300781,-0.216309
4169,41795.000000,0,0,0,0,0.343750,-0.291992
4170,41805.000000,0,0,0,0,0.385010,-0.350586
4171,41815.000000,1,1,0,0,0.424072,-0.394531
4172,41825.000000,0,0,0,0,0.460938,-0.426270
4173,41835.000000,0,0,0,0,0.495117,-0.447998
4174,41845.000000,0,0,0,0,0.916748,-0.230469
4175,41855.000000,0,0,1,0,0.000000,-0.033691
4176,41865.000000,0,0,0,0,0.000000,0.143555
4177,41875.000000,0,0,0,0,0.000000,0.302734
4178,41885.000000,0,0,0,0,0.000000,0.444824
4179,41895.000000,0,0,0,0,0.000000,0.213867
4180,41905.000000,0,0,0,0,0.087402,0.025391
4181,41915.000000,0,0,0,0,0.172607,-0.126709
4182,41925.000000,1,1,0,0,0.254883,-0.248047
4183,41935.000000,0,1,0,0,0.333496,-0.343262
4184,41945.000000,0,0,0,0,0.407715,-0.416260
4185,41955.000000,0,0,0,0,0.869873,-0.242676
4186,41965.000000,0,0,1,0,0.000000,0.147217
4187,41975.000000,0,0,0,0,0.000000,0.497559
4188,41985.000000,0,0,0,0,0.000000,0.811523
4189,41995.000000,0,0,0,1,0.000000,0.000000
4190,42005.000000,0,0,0,0,0.000000,0.000000
4191,42015.000000,0,0,0,0,-0.093018,0.000000
4192,42025.000000,0,0,0,0,-0.156982,0.000000
4193,42035.000000,0,0,0,0,-0.197021,0.000000
4194,42045.000000,0,0,0,0,-0.217773,0.005127
4195,42055.000000,0,0,0,0,-0.223389,0.020752
4196,42065.000000,0,0,0,0,-0.216797,0.043945
4197,42075.000000,0,0,0,0,-0.200928,0.072754
4198,42085.000000,0,0,0,0,-0.177979,0.105469
4199,42095.000000,0,0,0,0,-0.149658,0.140381
4200,42105.000000,0,0,0,0,-0.117676,0.176514
4201,42115.000000,0,0,0,0,-0.083496,0.213135
4202,42125.000000,0,0,0,0,-0.048096,0.249268
4203,42135.000000,0,0,0,0,-0.012207,0.284424
4204,42145.000000,0,0,0,0,0.023682,0.317871
4205,42155.000000,0,0,0,0,0.058594,0.349365
4206,42165.000000,0,0,0,0,0.092041,0.378662
4207,42175.000000,0,0,0,0,0.123779,0.405518
4208,42185.000000,0,0,0,0,0.153809,0.430176
4209,42195.000000,0,0,0,0,0.181641,0.452393
4210,42205.000000,0,0,0,0,0.207520,0.472168
4211,42215.000000,0,0,0,0,0.231201,0.489502
4212,42225.000000,0,0,0,0,0.252930,0.504395
4213,42235.000000,0,0,0,0,0.272461,0.517090
4214,42245.000000,0,0,0,0,0.289795,0.527588
4215,42255.000000,0,0,0,0,0.305176,0.535889
4216,42265.000000,0,0,0,0,0.318359,0.542236
4217,42275.000000,0,0,0,0,0.329590,0.546631
4218,42285.000000,0,0,0,0,0.339111,0.549072
4219,42295.000000,1,1,0,0,0.347168,0.549805
4220,42305.000000,1,1,0,0,0.353760,0.549316
4221,42315.000000,1,1,0,0,0.358643,0.547363
4222,42325.000000,0,1,0,0,0.755615,0.773682
4223,42335.000000,0,0,1,1,0.000000,0.000000
4224,42345.000000,0,0,0,0,0.000000,0.000000
4225,42355.000000,0,0,0,0,0.000000,0.000000
4226,42365.000000,0,0,0,0,0.000000,0.000000
4227,42375.000000,0,0,0,0,0.000000,0.000000
4228,42385.000000,0,0,0,0,-0.128174,-0.027832
4229,42395.000000,0,0,0,0,-0.204102,-0.383301
4230,42405.000000,0,0,0,0,-0.238037,-0.657959
4231,42415.000000,0,0,0,0,-0.238525,-0.864746
4232,42425.000000,0,0,0,0,-0.213135,-1.015137
4233,42435.000000,0,0,0,0,-0.168213,-1.118652
4234,42445.000000,0,0,0,0,-0.108398,-1.183594
4235,42455.000000,0,0,0,0,-0.038086,-1.217041
4236,42465.000000,0,0,0,0,0.039062,-1.225098
4237,42475.000000,0,0,0,0,0.120117,-1.212891
4238,42485.000000,0,0,0,0,0.203125,-1.184570
4239,42495.000000,0,0,0,0,0.285889,-1.143555
4240,42505.000000,0,0,0,0,0.367188,-1.093262
4241,42515.000000,0,0,0,0,0.445557,-1.035889
4242,42525.000000,0,0,0,0,0.520264,-0.973877
4243,42535.000000,0,0,0,0,0.590820,-0.908691
4244,42545.000000,0,0,0,0,0.656738,-0.841797
4245,42555.000000,0,0,0,0,0.717529,-0.774414
4246,42565.000000,0,0,0,0,0.773193,-0.707520
4247,42575.000000,0,0,0,0,0.823486,-0.641846
4248,42585.000000,0,0,0,0,0.868408,-0.578125
4249,42595.000000,0,0,0,0,0.908203,-0.516846
4250,42605.000000,0,0,0,0,0.943115,-0.458252
4251,42615.000000,0,0,0,0,0.972900,-0.402344
4252,42625.000000,0,0,0,0,0.998047,-0.349609
4253,42635.000000,0,0,1,0,0.000000,-0.299805
4254,42645.000000,0,0,0,0,0.000000,-0.252930
4255,42655.000000,0,0,0,0,0.000000,-0.209229
4256,42665.000000,0,0,0,0,0.000000,-0.168457
4257,42675.000000,0,0,0,0,0.000000,-0.130859
4258,42685.000000,0,0,0,0,0.045166,-0.096191
4259,42695.000000,0,0,0,0,0.085693,-0.064453
4260,42705.000000,0,0,0,0,0.121826,-0.035400
4261,42715.000000,0,0,0,0,0.154053,-0.009033
4262,42725.000000,0,0,0,0,0.182373,0.014893
4263,42735.000000,0,0,0,0,0.207520,0.036377
4264,42745.000000,0,0,0,0,0.229248,0.055908
4265,42755.000000,0,0,0,0,0.248047,0.072998
4266,42765.000000,0,0,0,0,0.264160,0.088379
4267,42775.000000,0,0,0,0,0.277832,0.101807
4268,42785.000000,0,0,0,0,0.289307,0.113770
4269,42795.000000,0,0,0,0,0.298828,0.124023
4270,42805.000000,0,0,0,0,0.306152,0.132812
4271,42815.000000,0,0,0,0,0.311768,0.140381
4272,42825.000000,0,0,0,0,0.315918,0.146484
4273,42835.000000,0,0,0,0,0.318848,0.151611
4274,42845.000000,0,0,0,0,0.320312,0.156006
4275,42855.000000,0,0,0,0,0.320557,0.159180
4276,42865.000000,0,0,0,0,0.319824,0.161377
4277,42875.000000,0,0,0,0,0.318115,0.162842
4278,42885.000000,0,0,0,0,0.315674,0.163574
4279,42895.000000,0,1,0,0,0.312744,0.163818
4280,42905.000000,0,0,0,0,0.309082,0.163574
4281,42915.000000,0,0,0,0,0.304932,0.162842
4282,42925.000000,0,0,0,0,0.300049,0.395996
4283,42935.000000,0,0,0,0,0.294678,0.600586
4284,42945.000000,0,0,0,0,0.288818,0.779053
4285,42955.000000,0,0,0,0,0.005371,0.934082
4286,42965.000000,0,0,0,1,-0.233643,0.000000
4287,42975.000000,0,0,0,0,-0.434326,0.000000
4288,42985.000000,0,0,0,0,-0.601562,0.000000
4289,42995.000000,0,0,0,0,-0.739990,0.000000
4290,43005.000000,0,0,0,0,-0.853271,0.000000
4291,43015.000000,0,0,0,0,-0.944824,0.112061
4292,43025.000000,0,0,0,0,-1.017334,0.210449
4293,43035.000000,0,0,0,0,-1.073486,0.296631
4294,43045.000000,0,0,0,0,-1.115479,0.371582
4295,43055.000000,0,0,0,0,-1.145752,0.436523
4296,43065.000000,0,0,0,0,-1.165771,0.492188
4297,43075.000000,0,0,0,0,-1.176758,0.539551
4298,43085.000000,0,0,0,0,-1.180664,0.579346
4299,43095.000000,0,0,0,0,-1.178223,0.612305
4300,43105.000000,0,0,0,0,-1.170410,0.639404
4301,43115.000000,0,0,0,0,-1.158447,0.661377
4302,43125.000000,0,0,0,0,-1.142822,0.678467
4303,43135.000000,0,0,0,0,-1.123779,0.691162
4304,43145.000000,0,0,0,0,-1.102051,0.699951
4305,43155.000000,0,0,0,0,-1.078369,0.705322
4306,43165.000000,0,0,0,0,-1.053223,0.707764
4307,43175.000000,0,0,0,0,-1.026855,0.707275
4308,43185.000000,0,0,0,0,-0.999512,0.704590
4309,43195.000000,0,0,0,0,-0.971680,0.699707
4310,43205.000000,0,0,0,0,-0.943359,0.693115
4311,43215.000000,0,0,0,0,-0.914795,0.684814
4312,43225.000000,0,0,0,0,-0.885986,0.675049
4313,43235.000000,0,0,0,0,-0.857422,0.664307
4314,43245.000000,0,0,0,0,-0.829102,0.652588
4315,43255.000000,0,0,0,0,-0.801270,0.639893
4316,43265.000000,0,0,0,0,-0.773682,0.626709
4317,43275.000000,0,0,0,0,-0.746582,0.612793
4318,43285.000000,0,0,0,0,-0.719971,0.598389
4319,43295.000000,0,0,0,0,-0.693848,0.583496
4320,43305.000000,0,0,0,0,-0.668457,0.568359
4321,43315.000000,0,0,0,0,-0.643555,0.552979
4322,43325.000000,0,0,0,0,-0.619385,0.537598
4323,43335.000000,0,0,0,0,-0.595947,0.521973
4324,43345.000000,0,0,0,0,-0.573242,0.506348
4325,43355.000000,0,0,0,0,-0.551025,0.490723
4326,43365.000000,0,0,0,0,-0.529541,0.475342
4327,43375.000000,0,0,0,0,-0.508789,0.460205
4328,43385.000000,0,0,0,0,-0.488525,0.445068
4329,43395.000000,0,0,0,0,-0.468994,0.430176
4330,43405.000000,0,0,0,0,-0.450439,0.415527
4331,43415.000000,0,0,0,0,-0.432617,0.401123
4332,43425.000000,0,0,0,0,-0.415527,0.387207
4333,43435.000000,0,0,0,0,-0.398926,0.373535
4334,43445.000000,0,1,0,0,-0.383057,0.360107
4335,43455.000000,0,0,0,0,-0.367920,0.346924
4336,43465.000000,0,0,0,0,-0.353271,0.334229
4337,43475.000000,0,0,0,0,-0.339355,0.557617
4338,43485.000000,0,0,0,0,-0.325928,0.752930
4339,43495.000000,0,0,0,0,-0.312988,0.922852
4340,43505.000000,0,0,0,1,-0.578369,0.000000
4341,43515.000000,0,0,0,0,-0.799805,0.000000
4342,43525.000000,0,0,0,0,-0.982666,0.000000
4343,43535.000000,0,0,0,0,-1.132324,0.000000
4344,43545.000000,0,0,0,0,-1.253418,0.000000
4345,43555.000000,0,0,0,0,-1.349609,0.120605
4346,43565.000000,0,0,0,0,-1.424316,0.226562
4347,43575.000000,0,0,0,0,-1.480469,0.319092
4348,43585.000000,0,0,0,0,-1.520752,0.399658
4349,43595.000000,0,0,0,0,-1.547363,0.469482
4350,43605.000000,0,0,0,0,-1.562256,0.529541
4351,43615.000000,1,1,0,0,-1.567139,0.580811
4352,43625.000000,1,1,0,0,-1.563477,0.624023
4353,43635.000000,0,1,0,0,-1.552734,0.660156
4354,43645.000000,0,0,0,0,-1.138672,0.926758
4355,43655.000000,0,0,0,1,-0.370117,0.000000
4356,43665.000000,0,0,0,0,0.311279,0.000000
4357,43675.000000,0,0,0,0,0.635498,0.000000
4358,43685.000000,0,0,0,0,0.654297,0.000000
4359,43695.000000,0,0,0,0,0.413086,0.000000
4360,43705.000000,0,0,0,0,0.229248,-0.177490
4361,43715.000000,0,0,0,0,0.093018,-0.306396
4362,43725.000000,0,0,0,0,-0.004150,-0.395264
4363,43735.000000,0,0,0,0,-0.069336,-0.451416
4364,43745.000000,0,0,0,0,-0.108398,-0.480957
4365,43755.000000,0,0,0,0,-0.126465,-0.489502
4366,43765.000000,0,0,0,0,-0.127930,-0.480957
4367,43775.000000,0,0,0,0,-0.116455,-0.459229
4368,43785.000000,0,0,0,0,-0.094727,-0.427246
4369,43795.000000,0,0,0,0,-0.065918,-0.387939
4370,43805.000000,0,0,0,0,-0.031982,-0.343506
4371,43815.000000,0,0,0,0,0.005615,-0.295654
4372,43825.000000,0,0,0,0,0.045410,-0.245850
4373,43835.000000,0,0,0,0,0.085938,-0.195312
4374,43845.000000,0,0,0,0,0.126221,-0.144775
4375,43855.000000,0,0,0,0,0.166016,-0.095215
4376,43865.000000,0,0,0,0,0.204346,-0.047119
4377,43875.000000,0,0,0,0,0.241211,-0.001221
4378,43885.000000,0,0,0,0,0.275879,0.042480
4379,43895.000000,0,0,0,0,0.308105,0.083740
4380,43905.000000,0,0,0,0,0.337891,0.122070
4381,43915.000000,0,0,0,0,0.364990,0.157471
4382,43925.000000,0,0,0,0,0.389404,0.190186
4383,43935.000000,0,0,0,0,0.411377,0.219971
4384,43945.000000,0,0,0,0,0.430664,0.247070
4385,43955.000000,0,0,0,0,0.447510,0.271729
4386,43965.000000,1,1,0,0,0.462158,0.293701
4387,43975.000000,1,1,0,0,0.474609,0.312988
4388,43985.000000,1,1,0,0,0.484863,0.329834
4389,43995.000000,0,1,0,0,0.890381,0.582275
4390,44005.000000,0,0,1,1,0.000000,0.000000
4391,44015.000000,0,0,0,0,0.000000,0.000000
4392,44025.000000,0,0,0,0,0.000000,0.000000
4393,44035.000000,0,0,0,0,0.000000,0.000000
4394,44045.000000,0,0,0,0,0.000000,0.000000
4395,44055.000000,0,0,0,0,-0.120605,-0.013916
4396,44065.000000,0,0,0,0,-0.189453,-0.364990
4397,44075.000000,0,0,0,0,-0.216553,-0.634766
4398,44085.000000,0,1,0,0,-0.210938,-0.836426
4399,44095.000000,0,0,0,0,-0.179932,-0.981689
4400,44105.000000,0,0,0,0,-0.129395,-1.080322
4401,44115.000000,0,0,0,0,-0.064697,-0.897461
4402,44125.000000,0,0,0,0,0.009766,-0.712646
4403,44135.000000,0,0,0,0,0.090820,-0.529053
4404,44145.000000,0,0,0,0,-0.102539,-0.349121
4405,44155.000000,0,0,0,0,-0.250244,-0.175049
4406,44165.000000,0,0,0,0,-0.359619,-0.008545
4407,44175.000000,0,0,0,0,-0.437500,0.149414
4408,44185.000000,0,0,0,0,-0.489258,0.297852
4409,44195.000000,0,0,0,0,-0.519531,0.436523
4410,44205.000000,0,0,0,0,-0.532471,0.564697
4411,44215.000000,0,0,0,0,-0.531494,0.682373
4412,44225.000000,0,0,0,0,-0.519531,0.790039
4413,44235.000000,0,0,0,0,-0.499268,0.887451
4414,44245.000000,0,0,0,0,-0.472900,0.975098
4415,44255.000000,0,0,0,1,-0.441650,0.000000
4416,44265.000000,0,0,0,0,-0.406982,0.000000
4417,44275.000000,0,0,0,0,-0.370117,0.000000
4418,44285.000000,0,0,0,0,-0.332275,0.000000
4419,44295.000000,0,0,0,0,-0.293945,0.000000
4420,44305.000000,0,0,0,0,-0.255859,0.088135
4421,44315.000000,0,0,0,0,-0.218506,0.167236
4422,44325.000000,0,0,0,0,-0.182373,0.238037
4423,44335.000000,0,0,0,0,-0.147705,0.301025
4424,44345.000000,0,1,0,0,-0.114502,0.356934
4425,44355.000000,0,0,0,0,-0.083252,0.406250
4426,44365.000000,0,0,0,0,-0.053955,0.449463
4427,44375.000000,0,0,0,0,-0.026611,0.730469
4428,44385.000000,0,0,0,0,-0.000977,0.977051
4429,44395.000000,0,0,0,1,0.022705,0.000000
4430,44405.000000,0,0,0,0,-0.235107,0.000000
4431,44415.000000,0,0,0,0,-0.449951,0.000000
4432,44425.000000,0,0,0,0,-0.627686,0.000000
4433,44435.000000,0,0,0,0,-0.773438,0.000000
4434,44445.000000,0,0,0,0,-0.891357,0.169434
4435,44455.000000,0,0,0,0,-0.985352,0.318848
4436,44465.000000,0,0,0,0,-1.059082,0.449707
4437,44475.000000,0,0,0,0,-1.115479,0.564209
4438,44485.000000,0,0,0,0,-1.156982,0.663818
4439,44495.000000,0,0,0,0,-1.185547,0.749756
4440,44505.000000,0,0,0,0,-1.203125,0.823486
4441,44515.000000,0,0,0,0,-1.211426,0.885986
4442,44525.000000,0,0,0,0,-1.212158,0.938477
4443,44535.000000,0,0,0,0,-1.206299,0.981934
4444,44545.000000,0,0,0,1,-1.195068,0.000000
4445,44555.000000,0,0,0,0,-1.179443,0.000000
4446,44565.000000,0,0,0,0,-1.159912,0.000000
4447,44575.000000,0,0,0,0,-1.137451,0.000000
4448,44585.000000,0,0,0,0,-1.112549,0.000000
4449,44595.000000,0,0,0,0,-1.085693,0.049561
4450,44605.000000,0,0,0,0,-1.057373,0.092773
4451,44615.000000,0,0,0,0,-1.028320,0.130615
4452,44625.000000,0,0,0,0,-0.998779,0.163574
4453,44635.000000,1,1,0,0,-0.968750,0.192139
4454,44645.000000,1,1,0,0,-0.938477,0.216553
4455,44655.000000,1,1,0,0,-0.908203,0.237305
4456,44665.000000,0,0,0,0,-0.475342,0.500244
4457,44675.000000,0,0,0,0,0.311523,0.975830
4458,44685.000000,0,0,1,1,0.000000,0.000000
4459,44695.000000,0,0,0,0,0.000000,0.000000
4460,44705.000000,0,0,0,0,0.000000,0.000000
4461,44715.000000,0,1,0,0,0.000000,0.000000
4462,44725.000000,0,0,0,0,0.000000,0.000000
4463,44735.000000,0,0,0,0,0.157227,-0.515869
4464,44745.000000,0,0,0,0,0.318604,-0.689209
4465,44755.000000,0,0,0,0,0.480469,-0.805420
4466,44765.000000,0,0,0,0,0.639893,-0.875000
4467,44775.000000,0,0,0,0,0.517090,-0.906982
4468,44785.000000,0,0,0,0,0.431885,-0.908936
4469,44795.000000,0,0,0,0,0.377197,-0.886963
4470,44805.000000,0,0,0,0,0.347168,-0.846680
4471,44815.000000,0,0,0,0,0.336426,-0.792480
4472,44825.000000,0,0,0,0,0.340576,-0.728027
4473,44835.000000,0,0,0,0,0.356445,-0.656250
4474,44845.000000,0,0,0,0,0.380859,-0.579834
4475,44855.000000,0,0,0,0,0.411133,-0.500732
4476,44865.000000,0,0,0,0,0.445312,-0.420898
4477,44875.000000,0,0,0,0,0.481689,-0.341553
4478,44885.000000,0,0,0,0,0.519531,-0.263916
4479,44895.000000,0,0,0,0,0.557129,-0.188721
4480,44905.000000,0,0,0,0,0.593750,-0.116943
4481,44915.000000,0,0,0,0,0.628906,-0.048584
4482,44925.000000,0,0,0,0,0.661865,0.015625
4483,44935.000000,0,0,0,0,0.692627,0.075684
4484,44945.000000,0,0,0,0,0.720703,0.131348
4485,44955.000000,0,0,0,0,0.745850,0.182861
4486,44965.000000,0,0,0,0,0.768311,0.230225
4487,44975.000000,0,0,0,0,0.787842,0.273193
4488,44985.000000,0,0,0,0,0.804443,0.312012
4489,44995.000000,0,0,0,0,0.818359,0.346680
4490,45005.000000,0,0,0,0,0.829102,0.377686
4491,45015.000000,0,0,0,0,0.837402,0.405029
4492,45025.000000,0,0,0,0,0.843018,0.428711
4493,45035.000000,0,0,0,0,0.846436,0.449219
4494,45045.000000,0,0,0,0,0.847656,0.466797
