cycle,time_ns,scene,in0_spk,in1_spk,n0_spk,n1_spk,n0_v_real,n1_v_real,n0_i_real,n1_i_real,n0_g_exc_real,n1_g_exc_real
760,7600.000000,burst_train,0,0,0,0,-7.564453,0.770508,-0.149658,0.059082,0.028076,0.101318
761,7610.000000,burst_train,0,0,0,0,-7.411377,0.798584,-0.130615,0.055664,0.025635,0.093018
762,7620.000000,burst_train,0,0,0,0,-7.245361,0.822266,-0.014160,0.395752,0.023438,0.085449
763,7630.000000,burst_train,0,0,0,1,-6.969482,0.000000,-0.007568,0.364990,0.121338,0.421875
764,7640.000000,burst_train,0,0,0,0,-6.698242,0.000000,-0.002197,0.336670,0.111572,0.387939
765,7650.000000,burst_train,0,0,0,0,-6.432373,0.000000,0.002197,0.310547,0.102539,0.356689
766,7660.000000,burst_train,0,0,0,0,-6.172852,0.000000,0.005859,0.286377,0.094238,0.328125
767,7670.000000,burst_train,0,0,0,0,-5.919922,0.000000,0.008545,0.264160,0.086670,0.301758
768,7680.000000,burst_train,0,0,0,0,-5.674561,0.264160,0.010498,0.243408,0.079590,0.277588
769,7690.000000,burst_train,0,0,0,0,-5.437012,0.496826,0.012207,0.224365,0.072998,0.255127
770,7700.000000,burst_train,0,0,0,0,-5.207275,0.701172,0.013428,0.207031,0.067139,0.234619
771,7710.000000,burst_train,0,0,0,0,-4.985596,0.880127,0.014160,0.190918,0.061523,0.215820
772,7720.000000,burst_train,0,0,0,1,-4.771973,0.000000,0.014648,0.175781,0.056396,0.198486
773,7730.000000,burst_train,0,0,0,0,-4.566406,0.000000,0.015137,0.162109,0.051758,0.182373
774,7740.000000,burst_train,0,0,0,0,-4.368652,0.000000,0.015137,0.149170,0.047607,0.167725
775,7750.000000,burst_train,0,0,0,0,-4.178711,0.000000,0.015137,0.137451,0.043701,0.154053
776,7760.000000,burst_train,0,0,0,0,-3.996338,0.000000,0.014893,0.126709,0.040039,0.141602
777,7770.000000,burst_train,0,0,0,0,-3.821533,0.126709,0.014404,0.116699,0.036621,0.130127
778,7780.000000,burst_train,0,0,0,0,-3.654297,0.238281,0.014160,0.107422,0.033447,0.119629
779,7790.000000,burst_train,1,1,0,0,-3.493896,0.335938,0.013672,0.098877,0.030762,0.109863
780,7800.000000,burst_train,1,0,0,0,-3.340576,0.421143,0.013184,0.090820,0.028076,0.100830
781,7810.000000,burst_train,1,0,0,0,-3.193848,0.494873,0.012695,0.083496,0.025635,0.092529
782,7820.000000,burst_train,1,0,0,0,-3.053467,0.558350,-0.246338,0.349609,0.023438,0.084961
783,7830.000000,burst_train,0,0,0,0,-3.177734,0.885498,-0.570312,0.252686,0.121338,0.422852
784,7840.000000,burst_train,0,0,0,1,-3.620850,0.000000,-0.855713,0.166016,0.111572,0.388916
785,7850.000000,burst_train,0,0,0,0,-4.331787,0.000000,-1.107178,0.084229,0.102539,0.357666
786,7860.000000,burst_train,0,0,0,0,-5.265625,0.000000,-0.970215,0.087402,0.094238,0.328857
787,7870.000000,burst_train,0,0,0,0,-6.025146,0.000000,-0.850342,0.088867,0.086670,0.302490
788,7880.000000,burst_train,0,0,0,0,-6.634277,0.000000,-0.745117,0.089355,0.079590,0.278076
789,7890.000000,burst_train,0,0,0,0,-7.113770,0.089355,-0.652588,0.088867,0.072998,0.255615
790,7900.000000,burst_train,0,0,0,0,-7.481689,0.174561,-0.571533,0.087402,0.067139,0.235107
791,7910.000000,burst_train,0,0,0,0,-7.753906,0.254883,-0.500488,0.085693,0.061523,0.216064
792,7920.000000,burst_train,0,0,0,0,-7.944092,0.330322,-0.438232,0.083252,0.056396,0.198730
793,7930.000000,burst_train,0,0,0,0,-8.000000,0.400146,-0.383301,0.080566,0.051758,0.182617
794,7940.000000,burst_train,0,0,0,0,-8.000000,0.464600,-0.335205,0.077637,0.047607,0.167969
795,7950.000000,burst_train,0,0,0,0,-8.000000,0.523438,-0.293213,0.074463,0.043701,0.154297
796,7960.000000,burst_train,0,0,0,0,-7.972900,0.576904,-0.256592,0.071289,0.040039,0.141846
797,7970.000000,burst_train,0,0,0,0,-7.910400,0.625000,-0.224365,0.068115,0.036621,0.130371
798,7980.000000,burst_train,0,0,0,0,-7.818115,0.667969,-0.196045,0.064697,0.033447,0.119873
799,7990.000000,burst_train,0,1,0,0,-7.701172,0.705811,-0.171387,0.061279,0.030762,0.110107
800,8000.000000,burst_train,0,0,0,0,-7.564453,0.738770,-0.149658,0.057861,0.028076,0.101074
801,8010.000000,burst_train,0,0,0,0,-7.411377,0.766846,-0.130615,0.054688,0.025635,0.092773
802,8020.000000,burst_train,0,0,0,0,-7.245361,0.790771,-0.014160,0.394775,0.023438,0.085205
803,8030.000000,burst_train,0,0,0,1,-6.969482,0.000000,-0.007568,0.364258,0.121338,0.421387
804,8040.000000,burst_train,0,0,0,0,-6.698242,0.000000,-0.002197,0.335938,0.111572,0.387451
805,8050.000000,burst_train,0,0,0,0,-6.432373,0.000000,0.002197,0.309814,0.102539,0.356201
806,8060.000000,burst_train,0,0,0,0,-6.172852,0.000000,0.005859,0.285645,0.094238,0.327637
807,8070.000000,burst_train,0,0,0,0,-5.919922,0.000000,0.008545,0.263428,0.086670,0.301270
808,8080.000000,burst_train,0,0,0,0,-5.674561,0.263428,0.010498,0.242920,0.079590,0.277100
809,8090.000000,burst_train,0,0,0,0,-5.437012,0.495605,0.012207,0.223877,0.072998,0.254883
810,8100.000000,burst_train,0,0,0,0,-5.207275,0.699463,0.013428,0.206543,0.067139,0.234375
811,8110.000000,burst_train,0,0,0,0,-4.985596,0.877930,0.014160,0.190430,0.061523,0.215576
812,8120.000000,burst_train,0,0,0,1,-4.771973,0.000000,0.014648,0.175293,0.056396,0.198242
813,8130.000000,burst_train,0,0,0,0,-4.566406,0.000000,0.015137,0.161621,0.051758,0.182129
814,8140.000000,burst_train,0,0,0,0,-4.368652,0.000000,0.015137,0.148926,0.047607,0.167480
815,8150.000000,burst_train,0,0,0,0,-4.178711,0.000000,0.015137,0.137207,0.043701,0.154053
816,8160.000000,burst_train,0,0,0,0,-3.996338,0.000000,0.014893,0.126465,0.040039,0.141602
817,8170.000000,burst_train,0,0,0,0,-3.821533,0.126465,0.014404,0.116455,0.036621,0.130127
818,8180.000000,burst_train,0,0,0,0,-3.654297,0.237793,0.014160,0.107178,0.033447,0.119629
819,8190.000000,idle_gap,0,0,0,0,-3.493896,0.335449,0.013672,0.098633,0.030762,0.109863
820,8200.000000,idle_gap,0,0,0,0,-3.340576,0.420410,0.013184,0.090820,0.028076,0.100830
821,8210.000000,idle_gap,0,0,0,0,-3.193848,0.494385,0.012695,0.083496,0.025635,0.092529
822,8220.000000,idle_gap,0,0,0,0,-3.053467,0.557861,0.012207,0.076904,0.023438,0.084961
823,8230.000000,idle_gap,0,0,0,0,-2.919189,0.612305,0.011475,0.070801,0.021484,0.078125
824,8240.000000,idle_gap,0,0,0,0,-2.791016,0.658447,0.010742,0.065186,0.019531,0.071777
825,8250.000000,idle_gap,0,0,0,0,-2.668701,0.697266,0.010254,0.060059,0.017822,0.065918
826,8260.000000,idle_gap,0,0,0,0,-2.551758,0.729248,0.009766,0.055420,0.016357,0.060547
827,8270.000000,idle_gap,0,0,0,0,-2.439941,0.755371,0.009277,0.051025,0.014893,0.055664
828,8280.000000,idle_gap,0,0,0,0,-2.333008,0.776123,0.008789,0.046875,0.013672,0.051025
829,8290.000000,idle_gap,0,0,0,0,-2.230957,0.791748,0.008057,0.042969,0.012451,0.046875
830,8300.000000,idle_gap,0,0,0,0,-2.133789,0.802979,0.007568,0.039307,0.011230,0.042969
831,8310.000000,idle_gap,0,0,0,0,-2.041016,0.810059,0.007080,0.036133,0.010254,0.039307
832,8320.000000,idle_gap,0,0,0,0,-1.952393,0.813721,0.006592,0.033203,0.009277,0.036133
833,8330.000000,idle_gap,0,0,0,0,-1.867676,0.814209,0.006104,0.030518,0.008301,0.033203
834,8340.000000,idle_gap,0,0,0,0,-1.786865,0.812012,0.005615,0.027832,0.007568,0.030518
835,8350.000000,idle_gap,0,0,0,0,-1.709717,0.807129,0.005127,0.025391,0.006836,0.027832
836,8360.000000,idle_gap,0,0,0,0,-1.636230,0.800049,0.004639,0.023193,0.006104,0.025391
837,8370.000000,idle_gap,0,0,0,0,-1.566162,0.791016,0.004395,0.021240,0.005371,0.023193
838,8380.000000,idle_gap,0,0,0,0,-1.499268,0.780518,0.004150,0.019531,0.004883,0.021240
839,8390.000000,constrained_random,0,0,0,0,-1.435303,0.768555,0.003906,0.017822,0.004395,0.019531
840,8400.000000,constrained_random,0,0,0,0,-1.374023,0.755371,0.003418,0.016357,0.003906,0.017822
841,8410.000000,constrained_random,0,0,0,0,-1.315674,0.741455,0.002930,0.014893,0.003418,0.016357
842,8420.000000,constrained_random,0,0,0,0,-1.260254,0.726562,0.002686,0.013672,0.002930,0.014893
843,8430.000000,constrained_random,0,0,0,0,-1.207275,0.710938,0.002441,0.012451,0.002686,0.013672
844,8440.000000,constrained_random,0,0,0,0,-1.156738,0.694824,0.002197,0.011230,0.002441,0.012451
845,8450.000000,constrained_random,0,0,0,0,-1.108398,0.678223,0.001953,0.010254,0.002197,0.011230
846,8460.000000,constrained_random,0,0,0,0,-1.062256,0.661133,0.001709,0.009277,0.001953,0.010254
847,8470.000000,constrained_random,0,0,0,0,-1.018066,0.643799,0.001465,0.008301,0.001709,0.009277
848,8480.000000,constrained_random,0,0,0,0,-0.976074,0.626221,0.001221,0.007568,0.001465,0.008301
849,8490.000000,constrained_random,0,0,0,0,-0.935791,0.608643,0.000977,0.006836,0.001221,0.007568
850,8500.000000,constrained_random,0,0,0,0,-0.897461,0.591064,0.000732,0.006104,0.000977,0.006836
851,8510.000000,constrained_random,0,0,0,0,-0.860840,0.573486,0.000488,0.005371,0.000732,0.006104
852,8520.000000,constrained_random,0,0,0,0,-0.825928,0.555664,0.000244,0.004883,0.000488,0.005371
853,8530.000000,constrained_random,0,0,0,0,-0.792725,0.538086,0.000000,0.004395,0.000244,0.004883
854,8540.000000,constrained_random,0,0,0,0,-0.760986,0.520752,0.000000,0.003906,0.000000,0.004395
855,8550.000000,constrained_random,0,0,0,0,-0.730713,0.503662,0.000000,0.003418,0.000000,0.003906
856,8560.000000,constrained_random,0,0,0,0,-0.701660,0.486816,0.000000,0.002930,0.000000,0.003418
857,8570.000000,constrained_random,0,0,0,0,-0.673584,0.470215,0.000000,0.002686,0.000000,0.002930
858,8580.000000,constrained_random,0,0,0,0,-0.646729,0.453857,0.000000,0.002441,0.000000,0.002686
859,8590.000000,constrained_random,0,0,0,0,-0.620850,0.437988,0.000000,0.002197,0.000000,0.002441
860,8600.000000,constrained_random,0,0,0,0,-0.596191,0.422607,0.000000,0.001953,0.000000,0.002197
861,8610.000000,constrained_random,1,0,0,0,-0.572510,0.407471,0.000000,0.001709,0.000000,0.001953
862,8620.000000,constrained_random,0,0,0,0,-0.549805,0.392822,0.000000,0.001465,0.000000,0.001709
863,8630.000000,constrained_random,0,0,0,0,-0.527832,0.378418,0.000000,0.001221,0.000000,0.001465
864,8640.000000,constrained_random,0,0,0,0,-0.506836,0.364258,-0.358398,-0.073730,0.000000,0.001221
865,8650.000000,constrained_random,0,0,0,0,-0.844971,0.275879,-0.315186,-0.064941,0.000000,0.000977
866,8660.000000,constrained_random,0,0,0,0,-1.126465,0.199707,-0.277100,-0.057129,0.000000,0.000732
867,8670.000000,constrained_random,0,0,0,0,-1.358643,0.134521,-0.243652,-0.050293,0.000000,0.000488
868,8680.000000,constrained_random,0,0,0,0,-1.548096,0.078613,-0.214355,-0.044434,0.000000,0.000244
869,8690.000000,constrained_random,0,0,0,0,-1.700684,0.031006,-0.188477,-0.039062,0.000000,0.000000
870,8700.000000,constrained_random,0,0,0,0,-1.821289,-0.009521,-0.165771,-0.034180,0.000000,0.000000
871,8710.000000,constrained_random,0,0,0,0,-1.914307,-0.043457,-0.145752,-0.030029,0.000000,0.000000
872,8720.000000,constrained_random,0,0,0,0,-1.983643,-0.071777,-0.128174,-0.026367,0.000000,0.000000
873,8730.000000,constrained_random,0,0,0,0,-2.032471,-0.095459,-0.112549,-0.023193,0.000000,0.000000
874,8740.000000,constrained_random,0,0,0,0,-2.063721,-0.114990,-0.098877,-0.020264,0.000000,0.000000
875,8750.000000,constrained_random,1,0,0,0,-2.080078,-0.130859,-0.086914,-0.017822,0.000000,0.000000
876,8760.000000,constrained_random,0,0,0,0,-2.083740,-0.143555,-0.076416,-0.015625,0.000000,0.000000
877,8770.000000,constrained_random,0,0,0,0,-2.076904,-0.153564,-0.067139,-0.013672,0.000000,0.000000
878,8780.000000,constrained_random,1,0,0,0,-2.061035,-0.161133,-0.417236,-0.086914,0.000000,0.000000
879,8790.000000,constrained_random,0,0,0,0,-2.395752,-0.241699,-0.366943,-0.076416,0.000000,0.000000
880,8800.000000,constrained_random,0,0,0,0,-2.666992,-0.308594,-0.322754,-0.067139,0.000000,0.000000
881,8810.000000,constrained_random,0,0,0,0,-2.883057,-0.363525,-0.642334,-0.133789,0.000000,0.000000
882,8820.000000,constrained_random,0,0,0,0,-3.410156,-0.482910,-0.564941,-0.117676,0.000000,0.000000
883,8830.000000,constrained_random,0,0,0,0,-3.838623,-0.581299,-0.497070,-0.103516,0.000000,0.000000
884,8840.000000,constrained_random,0,0,0,0,-4.182129,-0.661621,-0.437256,-0.091064,0.000000,0.000000
885,8850.000000,constrained_random,0,0,0,0,-4.452148,-0.726318,-0.384521,-0.080078,0.000000,0.000000
886,8860.000000,constrained_random,0,0,0,0,-4.658447,-0.777344,-0.338135,-0.070312,0.000000,0.000000
887,8870.000000,constrained_random,1,0,0,0,-4.810303,-0.816650,-0.297363,-0.061768,0.000000,0.000000
888,8880.000000,constrained_random,0,0,0,0,-4.915283,-0.845947,-0.261475,-0.054199,0.000000,0.000000
889,8890.000000,constrained_random,0,0,0,0,-4.979980,-0.866455,-0.229980,-0.047607,0.000000,0.000000
890,8900.000000,constrained_random,0,1,0,0,-5.010742,-0.879395,-0.560547,-0.116699,0.000000,0.000000
891,8910.000000,constrained_random,0,0,0,0,-5.370850,-0.960938,-0.493164,-0.102539,0.000000,0.000000
892,8920.000000,constrained_random,0,0,0,0,-5.649170,-1.025146,-0.433838,-0.090088,0.000000,0.000000
893,8930.000000,constrained_random,0,0,0,0,-5.856934,-1.074219,-0.281738,0.265137,0.000000,0.000000
894,8940.000000,constrained_random,0,0,0,0,-5.904297,-0.766113,-0.243896,0.247070,0.099854,0.344238
895,8950.000000,constrained_random,0,0,0,0,-5.911865,-0.488525,-0.210938,0.230225,0.091797,0.316650
896,8960.000000,constrained_random,0,0,0,0,-5.886230,-0.238770,-0.182129,0.214355,0.084229,0.291260
897,8970.000000,constrained_random,0,0,0,0,-5.832764,-0.014893,-0.157227,0.199463,0.077393,0.267822
898,8980.000000,constrained_random,0,0,0,0,-5.756592,0.185059,-0.135498,0.185547,0.071045,0.246338
899,8990.000000,constrained_random,0,0,0,0,-5.661621,0.363037,-0.116699,0.172363,0.065186,0.226562
900,9000.000000,constrained_random,0,0,0,0,-5.551758,0.520752,-0.100342,0.159912,0.059814,0.208252
901,9010.000000,constrained_random,0,0,0,0,-5.429932,0.659668,-0.086182,0.148438,0.054932,0.191406
902,9020.000000,constrained_random,0,0,0,0,-5.298828,0.781494,-0.073730,0.137695,0.050293,0.176025
903,9030.000000,constrained_random,0,0,0,0,-5.160400,0.887695,-0.063232,0.127441,0.046143,0.161865
904,9040.000000,constrained_random,0,0,0,0,-5.017090,0.979492,-0.053955,0.118164,0.042236,0.148682
905,9050.000000,constrained_random,0,0,0,1,-4.870361,0.000000,-0.045898,0.109619,0.038818,0.136719
906,9060.000000,constrained_random,0,0,0,0,-4.721436,0.000000,-0.038818,0.101318,0.035645,0.125732
907,9070.000000,constrained_random,0,0,0,0,-4.571289,0.000000,-0.032715,0.093750,0.032715,0.115479
908,9080.000000,constrained_random,0,0,0,0,-4.421143,0.000000,-0.027588,0.086914,0.030029,0.106201
909,9090.000000,constrained_random,0,0,0,0,-4.271729,0.000000,-0.023193,0.080322,0.027588,0.097656
910,9100.000000,constrained_random,0,0,0,0,-4.124023,0.080322,-0.019531,0.074219,0.025146,0.089600
911,9110.000000,constrained_random,0,0,0,0,-3.978516,0.151123,-0.016357,0.068604,0.022949,0.082275
912,9120.000000,constrained_random,0,0,0,0,-3.835693,0.213623,-0.013428,0.063477,0.020996,0.075684
913,9130.000000,constrained_random,0,0,0,0,-3.695557,0.268311,-0.010986,0.058838,0.019287,0.069580
914,9140.000000,constrained_random,0,0,0,0,-3.558594,0.316162,-0.008789,0.054443,0.017578,0.063965
915,9150.000000,constrained_random,0,1,0,0,-3.425049,0.357910,-0.007080,0.050293,0.016113,0.058838
916,9160.000000,constrained_random,0,0,0,0,-3.295166,0.393799,-0.005615,0.046387,0.014648,0.053955
917,9170.000000,constrained_random,0,0,0,0,-3.168945,0.424316,-0.004395,0.042725,0.013428,0.049561
918,9180.000000,constrained_random,0,0,0,0,-3.046631,0.449951,0.096436,0.384521,0.012207,0.045410
919,9190.000000,constrained_random,0,0,0,0,-2.828369,0.816406,0.089355,0.354004,0.110840,0.386719
920,9200.000000,constrained_random,0,0,0,1,-2.625977,0.000000,0.082764,0.325684,0.101807,0.355713
921,9210.000000,constrained_random,0,0,0,0,-2.438232,0.000000,0.076660,0.299561,0.093506,0.327148
922,9220.000000,constrained_random,0,1,0,0,-2.264160,0.000000,0.070801,0.275635,0.085938,0.300781
923,9230.000000,constrained_random,0,0,0,0,-2.102783,0.000000,0.065430,0.253662,0.078857,0.276611
924,9240.000000,constrained_random,0,0,0,0,-1.953369,0.000000,0.060547,0.233398,0.072510,0.254395
925,9250.000000,constrained_random,0,0,0,0,-1.814697,0.233398,0.156006,0.560303,0.066650,0.233887
926,9260.000000,constrained_random,0,0,0,0,-1.586182,0.784180,0.143799,0.515625,0.161133,0.560547
927,9270.000000,constrained_random,0,0,0,1,-1.378906,0.000000,0.132568,0.474121,0.148193,0.515625
928,9280.000000,constrained_random,0,0,0,0,-1.191162,0.000000,0.122070,0.436035,0.136230,0.474121
929,9290.000000,constrained_random,0,0,0,0,-1.021484,0.000000,0.112305,0.400879,0.125244,0.436035
930,9300.000000,constrained_random,0,0,0,0,-0.868408,0.000000,0.103516,0.368652,0.114990,0.400879
931,9310.000000,constrained_random,0,1,0,0,-0.730225,0.000000,0.095459,0.339111,0.105713,0.368652
932,9320.000000,constrained_random,0,0,0,0,-0.605713,0.339111,0.087891,0.311768,0.097168,0.339111
933,9330.000000,constrained_random,0,0,0,0,-0.493652,0.637207,0.080811,0.286621,0.089355,0.311768
934,9340.000000,constrained_random,0,0,0,0,-0.393311,0.898193,0.174316,0.608154,0.082031,0.286621
935,9350.000000,constrained_random,0,0,0,1,-0.203369,0.000000,0.160400,0.559326,0.175293,0.608154
936,9360.000000,constrained_random,0,0,0,0,-0.034912,0.000000,0.147705,0.514404,0.161133,0.559326
937,9370.000000,constrained_random,0,0,0,0,0.114014,0.000000,0.135986,0.473145,0.148193,0.514404
938,9380.000000,constrained_random,0,0,0,0,0.245361,0.000000,0.125244,0.435059,0.136230,0.473145
939,9390.000000,constrained_random,0,0,0,0,0.360596,0.000000,0.114990,0.400146,0.125244,0.435059
940,9400.000000,constrained_random,0,0,0,0,0.460938,0.400146,0.105713,0.367920,0.114990,0.400146
941,9410.000000,constrained_random,0,0,0,0,0.548096,0.751953,0.097168,0.338379,0.105713,0.367920
942,9420.000000,constrained_random,0,0,0,1,0.623291,0.000000,0.089355,0.311279,0.097168,0.338379
943,9430.000000,constrained_random,0,0,0,0,0.687500,0.000000,0.082031,0.286133,0.089355,0.311279
944,9440.000000,constrained_random,0,0,0,0,0.741943,0.000000,0.075439,0.263184,0.082031,0.286133
945,9450.000000,constrained_random,0,0,0,0,0.787598,0.000000,0.069336,0.241943,0.075439,0.263184
946,9460.000000,constrained_random,0,0,0,0,0.825195,0.000000,0.063721,0.222412,0.069336,0.241943
947,9470.000000,constrained_random,0,0,0,0,0.855713,0.222412,0.058594,0.204590,0.063721,0.222412
948,9480.000000,constrained_random,0,0,0,0,0.879883,0.417969,0.053711,0.187988,0.058594,0.204590
949,9490.000000,constrained_random,0,0,0,0,0.898193,0.589111,0.049316,0.172852,0.053711,0.187988
950,9500.000000,constrained_random,0,0,0,0,0.911377,0.738281,0.045166,0.158936,0.049316,0.172852
951,9510.000000,constrained_random,0,0,0,0,0.919922,0.867432,0.041504,0.145996,0.045166,0.158936
952,9520.000000,constrained_random,0,0,0,0,0.924561,0.978516,0.038086,0.134277,0.041504,0.145996
953,9530.000000,constrained_random,0,0,0,1,0.925537,0.000000,0.034912,0.123291,0.038086,0.134277
954,9540.000000,constrained_random,0,0,0,0,0.923340,0.000000,0.031982,0.113281,0.034912,0.123291
955,9550.000000,constrained_random,0,0,0,0,0.918213,0.000000,0.029297,0.104004,0.031982,0.113281
956,9560.000000,constrained_random,0,0,0,0,0.910645,0.000000,0.026855,0.095459,0.029297,0.104004
957,9570.000000,constrained_random,0,0,0,0,0.900879,0.000000,0.024658,0.087646,0.026855,0.095459
958,9580.000000,constrained_random,0,0,0,0,0.889404,0.087646,0.022461,0.080566,0.024658,0.087646
959,9590.000000,constrained_random,0,0,0,0,0.876221,0.164551,0.020508,0.073975,0.022461,0.080566
960,9600.000000,constrained_random,0,0,0,0,0.861572,0.231934,0.018799,0.067871,0.020508,0.073975
961,9610.000000,constrained_random,0,1,0,0,0.845703,0.290283,0.017090,0.062256,0.018799,0.067871
962,9620.000000,constrained_random,0,0,0,0,0.828857,0.340820,0.015625,0.057129,0.017090,0.062256
963,9630.000000,constrained_random,0,0,0,0,0.811279,0.384277,0.014160,0.052490,0.015625,0.057129
964,9640.000000,constrained_random,0,0,0,0,0.792725,0.421143,0.112793,0.395752,0.014160,0.052490
965,9650.000000,constrained_random,0,0,0,0,0.873535,0.799805,0.103760,0.364014,0.112793,0.395752
966,9660.000000,constrained_random,0,0,0,1,0.942139,0.000000,0.095215,0.334717,0.103760,0.364014
967,9670.000000,constrained_random,0,1,0,0,0.999512,0.000000,0.087402,0.307861,0.095215,0.334717
968,9680.000000,constrained_random,1,0,1,0,0.000000,0.000000,0.080322,0.283203,0.087402,0.307861
969,9690.000000,constrained_random,0,0,0,0,0.000000,0.000000,0.073730,0.260498,0.080322,0.283203
970,9700.000000,constrained_random,0,0,0,0,0.000000,0.000000,0.167480,0.584961,0.073730,0.260498
971,9710.000000,constrained_random,0,0,0,0,0.000000,0.584961,-0.204346,0.466797,0.167480,0.584961
972,9720.000000,constrained_random,0,0,0,1,0.000000,0.000000,-0.173584,0.432373,0.154053,0.538086
973,9730.000000,constrained_random,0,0,0,0,-0.173584,0.000000,-0.146973,0.400146,0.141602,0.494873
974,9740.000000,constrained_random,0,0,0,0,-0.313721,0.000000,-0.124023,0.370361,0.130127,0.455078
975,9750.000000,constrained_random,0,0,0,0,-0.425293,0.000000,-0.104492,0.342529,0.119629,0.418457
976,9760.000000,constrained_random,0,0,0,0,-0.512939,0.000000,-0.087646,0.316650,0.109863,0.384766
977,9770.000000,constrained_random,0,0,0,0,-0.580078,0.316650,-0.073242,0.292725,0.100830,0.353760
978,9780.000000,constrained_random,0,0,0,0,-0.630127,0.596680,-0.060791,0.270508,0.092529,0.325195
979,9790.000000,constrained_random,0,0,0,0,-0.665771,0.843262,-0.050049,0.250000,0.084961,0.299072
980,9800.000000,constrained_random,1,0,0,1,-0.689209,0.000000,-0.040771,0.230957,0.078125,0.274902
981,9810.000000,constrained_random,0,0,0,0,-0.702393,0.000000,-0.032959,0.213379,0.071777,0.252686
982,9820.000000,constrained_random,0,0,0,0,-0.707275,0.000000,-0.026367,0.197021,0.065918,0.232422
983,9830.000000,constrained_random,0,0,0,0,-0.705566,0.000000,-0.381836,0.106689,0.060547,0.213623
984,9840.000000,constrained_random,0,0,0,0,-1.059326,0.000000,-0.333740,0.101807,0.055664,0.196289
985,9850.000000,constrained_random,0,0,0,0,-1.350830,0.101807,-0.291504,0.096680,0.051025,0.180420
986,9860.000000,constrained_random,0,0,0,0,-1.588379,0.194336,-0.254639,0.091553,0.046875,0.165771
987,9870.000000,constrained_random,0,0,0,0,-1.779541,0.278076,-0.222412,0.086670,0.042969,0.152344
988,9880.000000,constrained_random,1,0,0,0,-1.930908,0.353516,-0.194092,0.082031,0.039307,0.140137
989,9890.000000,constrained_random,0,0,0,0,-2.047852,0.421387,-0.169189,0.077393,0.036133,0.128906
990,9900.000000,constrained_random,0,0,0,0,-2.135254,0.481689,-0.147461,0.072998,0.033203,0.118408
991,9910.000000,constrained_random,0,0,0,0,-2.197266,0.535400,-0.491211,-0.013184,0.030518,0.108887
992,9920.000000,constrained_random,0,0,0,0,-2.600586,0.500732,-0.431152,-0.007568,0.027832,0.100098
993,9930.000000,constrained_random,0,0,0,0,-2.927734,0.472900,-0.378418,-0.002930,0.025391,0.092041
994,9940.000000,constrained_random,0,0,0,0,-3.188965,0.450928,-0.332031,0.000977,0.023193,0.084473
995,9950.000000,constrained_random,0,0,0,0,-3.393555,0.433838,-0.291260,0.003906,0.021240,0.077637
996,9960.000000,constrained_random,0,0,0,0,-3.549072,0.420166,-0.255615,0.006348,0.019531,0.071289
997,9970.000000,constrained_random,0,0,0,0,-3.662598,0.409668,-0.224121,0.008301,0.017822,0.065430
998,9980.000000,constrained_random,0,0,0,0,-3.740234,0.401367,-0.196533,0.009766,0.016357,0.060059
999,9990.000000,constrained_random,0,0,0,0,-3.787109,0.395020,-0.172119,0.010742,0.014893,0.055176
1000,10000.000000,constrained_random,0,0,0,0,-3.807617,0.389893,-0.150879,0.011475,0.013672,0.050537
1001,10010.000000,constrained_random,0,0,0,0,-3.806152,0.385742,-0.132324,0.011963,0.012451,0.046387
1002,10020.000000,constrained_random,0,0,0,0,-3.786133,0.382080,-0.115967,0.012451,0.011230,0.042480
1003,10030.000000,constrained_random,0,0,0,0,-3.750732,0.379150,-0.101562,0.012695,0.010254,0.039062
1004,10040.000000,constrained_random,0,0,0,0,-3.702148,0.376465,-0.089111,0.012695,0.009277,0.035889
1005,10050.000000,constrained_random,0,0,0,0,-3.643066,0.374023,-0.078125,0.012451,0.008301,0.032959
1006,10060.000000,constrained_random,0,0,0,0,-3.575439,0.371338,-0.068359,0.012207,0.007568,0.030273
1007,10070.000000,constrained_random,1,0,0,0,-3.500732,0.368652,-0.060059,0.011719,0.006836,0.027832
1008,10080.000000,constrained_random,0,0,0,0,-3.420654,0.365479,-0.052734,0.011230,0.006104,0.025391
1009,10090.000000,constrained_random,0,0,0,0,-3.336670,0.362061,-0.046143,0.010742,0.005371,0.023193
1010,10100.000000,constrained_random,0,0,0,0,-3.249268,0.358154,-0.403809,-0.076172,0.004883,0.021240
1011,10110.000000,constrained_random,0,1,0,0,-3.523193,0.267578,-0.355225,-0.066162,0.004395,0.019531
1012,10120.000000,constrained_random,0,0,0,0,-3.737549,0.190674,-0.312500,-0.057373,0.003906,0.017822
1013,10130.000000,constrained_random,0,0,0,0,-3.900635,0.125488,-0.274902,-0.049805,0.003418,0.016357
1014,10140.000000,constrained_random,0,0,0,0,-4.019531,0.070557,-0.140869,0.301514,0.002930,0.014893
1015,10150.000000,constrained_random,0,0,0,0,-3.999512,0.369141,-0.119629,0.279541,0.103516,0.358398
1016,10160.000000,constrained_random,0,0,0,0,-3.959229,0.633789,-0.101562,0.259033,0.095215,0.329590
1017,10170.000000,constrained_random,0,0,0,0,-3.902344,0.867432,-0.085938,0.239990,0.087402,0.302979
1018,10180.000000,constrained_random,1,0,0,1,-3.832275,0.000000,-0.072510,0.222168,0.080322,0.278564
1019,10190.000000,constrained_random,0,0,0,0,-3.751465,0.000000,-0.061035,0.205566,0.073730,0.256104
